year,month,rank_IA,nstocks,ret_vw
2014,5,8,233,2.3894
2014,5,9,254,2.3098
2014,5,10,329,4.3587
2014,6,1,427,3.8060
2014,6,2,237,0.4860
2014,6,3,194,1.1672
2014,6,4,200,1.4417
2014,6,5,185,1.8157
2014,6,6,177,0.9161
2014,6,7,195,2.3672
2014,6,8,232,3.0665
2014,6,9,253,5.0940
2014,6,10,329,3.8909
2014,7,1,415,-3.2835
2014,7,2,235,-2.5736
2014,7,3,232,-2.1297
2014,7,4,168,-3.3107
2014,7,5,211,-3.1970
2014,7,6,185,-1.6730
2014,7,7,209,-1.3957
2014,7,8,212,-2.5679
2014,7,9,288,1.1890
2014,7,10,367,-3.4701
2014,8,1,411,3.9237
2014,8,2,233,3.9203
2014,8,3,231,4.1478
2014,8,4,167,3.4994
2014,8,5,210,3.8640
2014,8,6,185,4.4821
2014,8,7,209,3.4677
2014,8,8,210,5.5142
2014,8,9,288,4.9189
2014,8,10,365,6.3223
2014,9,1,406,-2.0847
2014,9,2,233,-2.4475
2014,9,3,230,-2.4588
2014,9,4,167,-2.5379
2014,9,5,207,-2.3410
2014,9,6,184,-1.9664
2014,9,7,209,-2.4972
2014,9,8,210,-1.8372
2014,9,9,288,-1.3491
2014,9,10,363,-4.5604
2014,10,1,403,2.7316
2014,10,2,231,2.7136
2014,10,3,230,2.6060
2014,10,4,165,2.4013
2014,10,5,207,2.3521
2014,10,6,184,1.9404
2014,10,7,208,1.6380
2014,10,8,210,1.9759
2014,10,9,288,2.7177
2014,10,10,362,2.0334
2014,11,1,402,3.1895
2014,11,2,229,3.3449
2014,11,3,228,3.6224
2014,11,4,165,1.2472
2014,11,5,206,2.8181
2014,11,6,182,2.0855
2014,11,7,208,1.7406
2014,11,8,209,2.7088
2014,11,9,285,4.6596
2014,11,10,362,0.3666
2014,12,1,399,0.4808
2014,12,2,228,-0.3162
2014,12,3,227,0.5903
2014,12,4,164,0.4832
2014,12,5,206,-0.3248
2014,12,6,182,0.4440
2014,12,7,208,0.3530
2014,12,8,209,0.1763
2014,12,9,283,-3.0512
2014,12,10,359,-0.4923
2015,1,1,392,-2.8124
2015,1,2,228,-4.3482
2015,1,3,227,-1.0985
2015,1,4,164,-1.1875
2015,1,5,204,-2.4528
2015,1,6,181,-2.1229
2015,1,7,208,-3.5990
2015,1,8,209,-3.4603
2015,1,9,281,-0.5760
2015,1,10,358,-1.9123
2015,2,1,387,7.0897
2015,2,2,227,7.0729
2015,2,3,225,3.9623
2015,2,4,163,3.9392
2015,2,5,203,4.7832
2015,2,6,180,4.3054
2015,2,7,207,5.2977
2015,2,8,209,5.8988
2015,2,9,279,7.2254
2015,2,10,356,9.1192
2015,3,1,381,-1.4802
2015,3,2,225,-2.0747
2015,3,3,225,-1.0144
2015,3,4,163,-1.9332
2015,3,5,202,-2.4230
2015,3,6,179,-1.5251
2015,3,7,207,-0.7762
2015,3,8,208,-0.2046
2015,3,9,277,-1.6021
2015,3,10,354,-0.7121
2015,4,1,379,0.4200
2015,4,2,223,1.4355
2015,4,3,223,-0.3990
2015,4,4,163,0.3872
2015,4,5,202,0.2384
2015,4,6,179,-1.0785
2015,4,7,207,1.1708
2015,4,8,206,-1.2756
2015,4,9,274,2.6088
2015,4,10,351,1.6512
2015,5,1,377,1.7816
2015,5,2,221,1.4162
2015,5,3,223,0.5003
2015,5,4,162,1.0385
2015,5,5,202,0.2622
2015,5,6,179,0.7754
2015,5,7,206,0.7862
2015,5,8,206,0.6677
2015,5,9,274,1.1080
2015,5,10,349,2.5599
2015,6,1,375,-2.8397
2015,6,2,220,-2.2724
2015,6,3,222,-3.6272
2015,6,4,162,-1.7382
2015,6,5,202,-2.7812
2015,6,6,179,-2.3123
2015,6,7,206,-2.7093
2015,6,8,205,-1.2098
2015,6,9,273,-1.7859
2015,6,10,348,-0.1886
2015,7,1,370,-0.3282
2015,7,2,207,0.7012
2015,7,3,204,0.9588
2015,7,4,213,-0.3692
2015,7,5,197,2.1790
2015,7,6,206,1.6696
2015,7,7,236,3.1018
2015,7,8,234,-1.3575
2015,7,9,285,2.4512
2015,7,10,374,4.6999
2015,8,1,364,-4.0275
2015,8,2,204,-7.3849
2015,8,3,203,-5.5967
2015,8,4,211,-5.2468
2015,8,5,194,-6.5399
2015,8,6,206,-6.3647
2015,8,7,236,-5.6140
2015,8,8,234,-5.4970
2015,8,9,284,-6.1928
2015,8,10,372,-6.9893
2015,9,1,360,-4.2779
2015,9,2,203,-3.5790
2015,9,3,203,-1.9715
2015,9,4,209,-2.6446
2015,9,5,194,-1.0044
2015,9,6,205,-2.1510
2015,9,7,234,-1.1156
2015,9,8,232,-3.8788
2015,9,9,284,-2.9824
2015,9,10,371,-5.0811
2015,10,1,354,9.8842
2015,10,2,201,7.5408
2015,10,3,203,10.2239
2015,10,4,209,6.9769
2015,10,5,193,7.1123
2015,10,6,204,7.1638
2015,10,7,232,5.9662
2015,10,8,232,6.3890
2015,10,9,284,10.2968
2015,10,10,371,10.0443
2015,11,1,346,-0.3798
2015,11,2,199,-0.2438
2015,11,3,200,0.6027
2015,11,4,206,0.3360
2015,11,5,192,-0.8079
2015,11,6,204,-0.4951
2015,11,7,231,0.0997
2015,11,8,229,-0.1702
2015,11,9,284,1.9044
2015,11,10,369,1.3602
2015,12,1,346,-2.0870
2015,12,2,199,-1.7668
2015,12,3,199,-1.2654
2015,12,4,204,-1.7453
2015,12,5,192,-0.7962
2015,12,6,203,-0.9260
2015,12,7,230,-2.3081
2015,12,8,227,-6.8014
2015,12,9,283,-1.4730
2015,12,10,369,-1.6837
2016,1,1,342,-2.6131
2016,1,2,197,-4.0461
2016,1,3,197,-4.2992
2016,1,4,202,-3.5290
2016,1,5,191,-4.0804
2016,1,6,201,-3.7587
2016,1,7,229,-3.0305
2016,1,8,226,-6.0136
2016,1,9,283,-5.6758
2016,1,10,366,-10.8791
2016,2,1,334,0.7398
2016,2,2,194,0.4648
2016,2,3,197,1.7519
2016,2,4,200,2.0791
2016,2,5,189,1.6592
2016,2,6,199,1.3381
2016,2,7,227,1.8435
2016,2,8,226,0.2019
2016,2,9,283,-3.2487
2016,2,10,365,-2.1644
2016,3,1,333,6.5610
2016,3,2,194,8.3914
2016,3,3,196,6.5153
2016,3,4,198,5.8413
2016,3,5,187,6.0707
2016,3,6,197,6.5432
2016,3,7,226,6.6765
2016,3,8,222,9.8260
2016,3,9,281,7.5574
2016,3,10,363,6.9784
2016,4,1,330,2.0550
2016,4,2,194,0.3699
2016,4,3,196,1.2796
2016,4,4,197,1.9691
2016,4,5,187,-0.2041
2016,4,6,196,1.2076
2016,4,7,224,0.6688
2016,4,8,221,-4.6165
2016,4,9,280,-2.3251
2016,4,10,361,3.4499
2016,5,1,325,0.0472
2016,5,2,191,0.7918
2016,5,3,194,0.2550
2016,5,4,196,2.5389
2016,5,5,186,0.5047
2016,5,6,196,1.2082
2016,5,7,222,-0.3477
2016,5,8,221,3.7637
2016,5,9,279,4.0762
2016,5,10,360,3.3306
2016,6,1,321,2.8782
2016,6,2,189,0.9709
2016,6,3,191,2.6651
2016,6,4,194,2.7355
2016,6,5,182,0.9055
2016,6,6,195,2.5227
2016,6,7,222,2.8205
2016,6,8,221,-0.5717
2016,6,9,277,-3.5553
2016,6,10,358,-1.9448
2016,7,1,334,1.5440
2016,7,2,230,3.8554
2016,7,3,227,3.4941
2016,7,4,206,0.9287
2016,7,5,216,3.2531
2016,7,6,209,5.2889
2016,7,7,204,1.9337
2016,7,8,230,3.8191
2016,7,9,267,6.7756
2016,7,10,409,5.1025
2016,8,1,331,1.2062
2016,8,2,229,0.4689
2016,8,3,226,-2.9357
2016,8,4,204,0.0157
2016,8,5,214,-1.1877
2016,8,6,205,-0.1488
2016,8,7,201,-0.5683
2016,8,8,229,0.1874
2016,8,9,266,0.9265
2016,8,10,408,-0.5096
2016,9,1,328,1.1930
2016,9,2,228,2.0943
2016,9,3,225,0.1060
2016,9,4,204,-0.2826
2016,9,5,212,0.2734
2016,9,6,205,0.1450
2016,9,7,200,-0.8489
2016,9,8,226,0.2073
2016,9,9,265,1.6341
2016,9,10,406,1.3395
2016,10,1,324,-3.5147
2016,10,2,223,-2.6273
2016,10,3,222,-2.1825
2016,10,4,202,-2.5705
2016,10,5,211,-2.2301
2016,10,6,202,-2.3305
2016,10,7,200,-2.2555
2016,10,8,225,-2.2681
2016,10,9,265,-2.5535
2016,10,10,402,-3.2942
2016,11,1,321,8.6319
2016,11,2,221,4.3852
2016,11,3,221,4.5357
2016,11,4,201,3.8942
2016,11,5,212,4.0519
2016,11,6,202,2.6749
2016,11,7,199,5.5989
2016,11,8,222,3.9823
2016,11,9,262,-0.1963
2016,11,10,401,2.3868
2016,12,1,320,0.4236
2016,12,2,218,0.4651
2016,12,3,220,1.4158
2016,12,4,201,2.2156
2016,12,5,212,2.1889
2016,12,6,198,2.0575
2016,12,7,197,2.6233
2016,12,8,221,0.8993
2016,12,9,258,-0.1375
2016,12,10,399,1.6890
2017,1,1,317,-0.2874
2017,1,2,217,3.4525
2017,1,3,220,1.7033
2017,1,4,200,-0.3523
2017,1,5,209,-0.2338
2017,1,6,197,2.4104
2017,1,7,197,0.7543
2017,1,8,221,3.0519
2017,1,9,257,5.8251
2017,1,10,394,3.4976
2017,2,1,316,-0.2534
2017,2,2,216,2.4531
2017,2,3,219,3.8281
2017,2,4,199,1.6979
2017,2,5,207,3.5426
2017,2,6,194,4.1210
2017,2,7,197,2.9691
2017,2,8,221,3.6239
2017,2,9,257,2.8276
2017,2,10,393,5.1055
2017,3,1,312,-0.0109
2017,3,2,216,0.1819
2017,3,3,219,-1.2223
2017,3,4,197,1.1564
2017,3,5,205,0.3072
2017,3,6,194,-0.0455
2017,3,7,195,-0.2931
2017,3,8,220,0.9789
2017,3,9,254,2.1469
2017,3,10,391,1.5583
2017,4,1,310,-2.2315
2017,4,2,216,-0.2659
2017,4,3,218,1.4334
2017,4,4,197,1.3843
2017,4,5,204,0.9310
2017,4,6,194,1.4464
2017,4,7,195,0.8135
2017,4,8,217,1.6530
2017,4,9,251,3.8198
2017,4,10,388,1.0026
2017,5,1,308,-3.2167
2017,5,2,213,-0.5969
2017,5,3,217,1.0384
2017,5,4,196,0.8440
2017,5,5,201,1.2478
2017,5,6,194,2.1969
2017,5,7,195,1.8783
2017,5,8,217,1.8669
2017,5,9,249,3.7147
2017,5,10,383,1.4494
2017,6,1,306,0.1655
2017,6,2,211,-0.3572
2017,6,3,213,1.0497
2017,6,4,196,0.7561
2017,6,5,201,0.7479
2017,6,6,193,-0.2870
2017,6,7,195,-0.7695
2017,6,8,216,-0.1650
2017,6,9,247,-1.1175
2017,6,10,382,0.0766
2017,7,1,463,0.3170
2017,7,2,222,1.4933
2017,7,3,187,3.6140
2017,7,4,206,2.0003
2017,7,5,206,0.5898
2017,7,6,189,1.1172
2017,7,7,200,0.5142
2017,7,8,205,2.9257
2017,7,9,236,2.6748
2017,7,10,338,2.9922
2017,8,1,461,-2.0512
2017,8,2,221,0.1126
2017,8,3,185,-1.2883
2017,8,4,204,-2.2534
2017,8,5,206,0.3975
2017,8,6,189,-0.5600
2017,8,7,200,1.0688
2017,8,8,204,3.6174
2017,8,9,235,1.8297
2017,8,10,338,0.7316
2017,9,1,458,4.7792
2017,9,2,218,4.4467
2017,9,3,184,4.4405
2017,9,4,203,2.7439
2017,9,5,206,3.0528
2017,9,6,188,2.2446
2017,9,7,200,1.7277
2017,9,8,202,-0.3617
2017,9,9,235,2.1777
2017,9,10,338,0.9470
2017,10,1,454,-4.1481
2017,10,2,216,-0.5972
2017,10,3,182,0.9119
2017,10,4,201,1.3238
2017,10,5,205,-0.2051
2017,10,6,187,-1.2878
2017,10,7,198,2.2228
2017,10,8,201,5.4200
2017,10,9,234,4.1242
2017,10,10,334,4.7482
2017,11,1,449,-0.1029
2017,11,2,212,2.3392
2017,11,3,182,4.4287
2017,11,4,201,4.7260
2017,11,5,204,3.5957
2017,11,6,186,4.9789
2017,11,7,197,4.4187
2017,11,8,199,2.4541
2017,11,9,234,1.8017
2017,11,10,333,1.8960
2017,12,1,447,2.4903
2017,12,2,211,2.6308
2017,12,3,179,2.4224
2017,12,4,200,2.2242
2017,12,5,203,0.9017
2017,12,6,182,0.3496
2017,12,7,196,1.0125
2017,12,8,199,0.1795
2017,12,9,234,0.7626
2017,12,10,330,0.7960
2018,1,1,441,2.4927
2018,1,2,209,5.1523
2018,1,3,179,5.8281
2018,1,4,199,4.3135
2018,1,5,203,5.2737
2018,1,6,182,3.2200
2018,1,7,194,2.7136
2018,1,8,199,4.8753
2018,1,9,233,8.4787
2018,1,10,328,10.2548
2018,2,1,439,-7.2772
2018,2,2,209,-4.8599
2018,2,3,178,-4.6020
2018,2,4,198,-8.4454
2018,2,5,203,-3.7975
2018,2,6,182,-4.0942
2018,2,7,193,-3.7183
2018,2,8,199,-0.9091
2018,2,9,232,-3.6662
2018,2,10,327,-1.6405
2018,3,1,435,-1.3494
2018,3,2,208,0.4033
2018,3,3,175,-1.9958
2018,3,4,199,-0.9893
2018,3,5,202,-2.6727
2018,3,6,180,-0.7881
2018,3,7,192,-0.9196
2018,3,8,198,-1.9716
2018,3,9,230,-2.4515
2018,3,10,327,-3.9081
2018,4,1,431,4.6157
2018,4,2,206,2.3695
2018,4,3,175,1.2540
2018,4,4,196,0.0346
2018,4,5,200,-1.3278
2018,4,6,179,-0.3375
2018,4,7,192,-0.3951
2018,4,8,198,-0.0040
2018,4,9,229,-1.1992
2018,4,10,326,2.2078
2018,5,1,430,1.5879
2018,5,2,204,2.6978
2018,5,3,174,1.7784
2018,5,4,195,2.2963
2018,5,5,200,2.7449
2018,5,6,179,2.4761
2018,5,7,190,-0.0170
2018,5,8,198,5.8295
2018,5,9,228,4.8682
2018,5,10,320,4.3702
2018,6,1,430,1.2860
2018,6,2,204,-0.4879
2018,6,3,172,1.2793
2018,6,4,195,3.0420
2018,6,5,200,-0.1671
2018,6,6,179,0.0984
2018,6,7,190,1.7612
2018,6,8,198,-0.3266
2018,6,9,227,-0.0198
2018,6,10,319,2.2883
2018,7,1,409,3.5749
2018,7,2,248,1.8604
2018,7,3,186,5.2661
2018,7,4,185,3.2062
2018,7,5,179,4.3776
2018,7,6,181,2.7122
2018,7,7,182,1.0573
2018,7,8,207,5.7863
2018,7,9,248,5.1120
2018,7,10,398,-0.2632
2018,8,1,404,3.8738
2018,8,2,247,0.0010
2018,8,3,186,2.1575
2018,8,4,184,-0.2474
2018,8,5,178,1.3549
2018,8,6,181,3.2596
2018,8,7,181,2.0776
2018,8,8,207,3.8193
2018,8,9,247,7.6666
2018,8,10,397,7.3944
2018,9,1,402,1.8194
2018,9,2,245,0.9328
2018,9,3,184,1.0166
2018,9,4,184,2.5887
2018,9,5,177,-0.1257
2018,9,6,180,1.2573
2018,9,7,181,1.4373
2018,9,8,206,0.7014
2018,9,9,247,0.0461
2018,9,10,396,-0.9541
2018,10,1,402,-6.7495
2018,10,2,244,-3.8670
2018,10,3,184,-3.5051
2018,10,4,184,-8.9736
2018,10,5,177,-5.4512
2018,10,6,180,-8.0499
2018,10,7,181,-6.9654
2018,10,8,206,-5.7286
2018,10,9,247,-7.4833
2018,10,10,396,-14.8052
2018,11,1,400,1.8845
2018,11,2,241,1.1002
2018,11,3,181,2.5607
2018,11,4,183,3.3675
2018,11,5,177,2.3079
2018,11,6,179,3.5463
2018,11,7,181,2.8149
2018,11,8,205,5.0422
2018,11,9,246,-2.8280
2018,11,10,395,1.0752
2018,12,1,394,-10.5040
2018,12,2,239,-8.7785
2018,12,3,180,-8.2809
2018,12,4,182,-7.9548
2018,12,5,177,-8.3216
2018,12,6,179,-9.4801
2018,12,7,179,-7.7126
2018,12,8,202,-9.2267
2018,12,9,245,-8.5853
2018,12,10,393,-9.8741
2019,1,1,387,7.8303
2019,1,2,237,8.3691
2019,1,3,179,4.6658
2019,1,4,181,8.9881
2019,1,5,175,9.0894
2019,1,6,179,7.2798
2019,1,7,179,7.7306
2019,1,8,202,6.3065
2019,1,9,245,6.8702
2019,1,10,391,14.9098
2019,2,1,382,5.4822
2019,2,2,237,3.8162
2019,2,3,177,1.5189
2019,2,4,180,5.2011
2019,2,5,175,3.3766
2019,2,6,179,4.3116
2019,2,7,179,4.1865
2019,2,8,202,2.9807
2019,2,9,244,4.8178
2019,2,10,389,1.7977
2019,3,1,381,0.5797
2019,3,2,236,3.0097
2019,3,3,176,0.3624
2019,3,4,178,-0.2560
2019,3,5,175,-0.2076
2019,3,6,178,1.9829
2019,3,7,179,2.1114
2019,3,8,198,0.7850
2019,3,9,243,4.6998
2019,3,10,386,3.3381
2019,4,1,377,0.0815
2019,4,2,232,-0.1159
2019,4,3,175,2.8747
2019,4,4,177,2.3543
2019,4,5,173,6.5222
2019,4,6,178,2.2481
2019,4,7,178,3.1506
2019,4,8,198,2.7794
2019,4,9,243,5.4967
2019,4,10,385,6.0433
2019,5,1,375,-5.7718
2019,5,2,232,-6.1078
2019,5,3,174,-4.0917
2019,5,4,177,-7.0881
2019,5,5,172,-5.7063
2019,5,6,178,-6.3994
2019,5,7,176,-7.3708
2019,5,8,197,-7.7702
2019,5,9,242,-7.8441
2019,5,10,383,-8.4066
2019,6,1,374,7.1484
2019,6,2,231,6.8423
2019,6,3,174,7.1342
2019,6,4,176,7.6378
2019,6,5,171,6.1028
2019,6,6,178,6.2164
2019,6,7,176,8.0799
2019,6,8,197,7.4650
2019,6,9,241,7.7028
2019,6,10,382,8.5742
2019,7,1,411,1.1885
2019,7,2,215,0.0491
2019,7,3,181,2.8511
2019,7,4,156,-1.1826
2019,7,5,172,0.0081
2019,7,6,198,1.2296
2019,7,7,186,0.7609
2019,7,8,229,2.5017
2019,7,9,291,2.4241
2019,7,10,404,0.1764
2019,8,1,408,-4.3678
2019,8,2,213,-1.3496
2019,8,3,181,-1.2947
2019,8,4,155,-2.3172
2019,8,5,170,-2.3319
2019,8,6,197,-0.1604
2019,8,7,185,-0.0331
2019,8,8,229,-0.8692
2019,8,9,289,-2.1402
2019,8,10,401,-3.3919
2019,9,1,406,1.7108
2019,9,2,210,0.9426
2019,9,3,179,4.2064
2019,9,4,155,1.3963
2019,9,5,170,2.7014
2019,9,6,197,3.0437
2019,9,7,184,1.9815
2019,9,8,228,1.0018
2019,9,9,286,-0.2421
2019,9,10,400,-1.2230
2019,10,1,401,2.2093
2019,10,2,208,1.6427
2019,10,3,177,2.8868
2019,10,4,155,1.0449
2019,10,5,168,1.4256
2019,10,6,196,2.2473
2019,10,7,184,2.4436
2019,10,8,228,0.1849
2019,10,9,285,2.9076
2019,10,10,397,1.7195
2019,11,1,395,3.0030
2019,11,2,207,2.2789
2019,11,3,176,3.9984
2019,11,4,155,2.7279
2019,11,5,166,3.4073
2019,11,6,196,2.7840
2019,11,7,182,3.1505
2019,11,8,226,4.1892
2019,11,9,283,3.5449
2019,11,10,396,6.6010
2019,12,1,393,3.6324
2019,12,2,205,2.9109
2019,12,3,175,6.0455
2019,12,4,155,2.5633
2019,12,5,165,2.0476
2019,12,6,196,2.4464
2019,12,7,182,3.1225
2019,12,8,225,2.0592
2019,12,9,281,2.4780
2019,12,10,393,1.1277
2020,1,1,388,-2.7162
2020,1,2,204,-1.8892
2020,1,3,173,1.4649
2020,1,4,152,-3.4123
2020,1,5,163,-0.8332
2020,1,6,195,0.1528
2020,1,7,182,3.4387
2020,1,8,225,-1.0130
2020,1,9,280,3.3060
2020,1,10,389,-0.1133
2020,2,1,387,-8.1462
2020,2,2,204,-9.3324
2020,2,3,173,-9.2932
2020,2,4,152,-9.1610
2020,2,5,162,-7.3855
2020,2,6,195,-9.1603
2020,2,7,182,-5.9568
2020,2,8,225,-8.5219
2020,2,9,280,-6.0800
2020,2,10,385,-4.9482
2020,3,1,384,-9.4215
2020,3,2,204,-11.1282
2020,3,3,173,-9.6885
2020,3,4,152,-16.6586
2020,3,5,162,-12.8881
2020,3,6,193,-12.2031
2020,3,7,182,-7.8909
2020,3,8,225,-14.6739
2020,3,9,281,-11.2350
2020,3,10,383,-14.1620
2020,4,1,382,13.6535
2020,4,2,204,11.5609
2020,4,3,173,13.7537
2020,4,4,152,13.8306
2020,4,5,162,12.0007
2020,4,6,193,12.5448
2020,4,7,179,11.6434
2020,4,8,222,10.2333
2020,4,9,281,17.5418
2020,4,10,382,15.9012
2020,5,1,381,4.6468
2020,5,2,202,3.6481
2020,5,3,172,4.8877
2020,5,4,151,3.2104
2020,5,5,162,7.4341
2020,5,6,191,5.2095
2020,5,7,179,5.4840
2020,5,8,222,6.2872
2020,5,9,279,5.7085
2020,5,10,380,9.6432
2020,6,1,377,2.8775
2020,6,2,201,-2.1487
2020,6,3,172,5.6787
2020,6,4,151,-1.6737
2020,6,5,161,1.6328
2020,6,6,190,0.4926
2020,6,7,179,5.7030
2020,6,8,222,0.0436
2020,6,9,279,4.8989
2020,6,10,377,2.7266
2020,7,1,430,1.3164
2020,7,2,234,11.4261
2020,7,3,190,5.7736
2020,7,4,156,5.1422
2020,7,5,176,4.9965
2020,7,6,192,2.3145
2020,7,7,182,2.9256
2020,7,8,219,9.2502
2020,7,9,306,6.9444
2020,7,10,361,9.9384
2020,8,1,426,-0.0758
2020,8,2,233,14.2956
2020,8,3,188,7.1044
2020,8,4,156,4.9292
2020,8,5,174,4.9563
2020,8,6,190,4.7819
2020,8,7,181,7.1213
2020,8,8,219,14.6585
2020,8,9,305,7.6238
2020,8,10,360,9.4887
2020,9,1,423,-2.3312
2020,9,2,231,-8.3471
2020,9,3,187,-2.1321
2020,9,4,155,-1.8874
2020,9,5,173,-0.9285
2020,9,6,188,-0.6568
2020,9,7,181,-4.0034
2020,9,8,219,-4.3881
2020,9,9,305,-3.7758
2020,9,10,360,-5.7857
2020,10,1,421,-4.9611
2020,10,2,230,-4.3737
2020,10,3,187,0.9812
2020,10,4,154,-3.4507
2020,10,5,173,-2.1675
2020,10,6,187,-2.9446
2020,10,7,181,-2.5967
2020,10,8,219,-1.4517
2020,10,9,305,-0.2669
2020,10,10,357,-1.7356
2020,11,1,419,17.1348
2020,11,2,229,11.5093
2020,11,3,184,13.5834
2020,11,4,153,10.3478
2020,11,5,171,12.0250
2020,11,6,187,11.4429
2020,11,7,181,8.1865
2020,11,8,217,18.0898
2020,11,9,304,9.9148
2020,11,10,356,10.3129
2020,12,1,417,6.0903
2020,12,2,229,8.1846
2020,12,3,184,2.4286
2020,12,4,153,3.7997
2020,12,5,171,2.4568
2020,12,6,187,0.9649
2020,12,7,181,3.5417
2020,12,8,215,8.2531
2020,12,9,304,3.6735
2020,12,10,355,4.2191
2021,1,1,413,8.2862
2021,1,2,227,0.0750
2021,1,3,182,3.5976
2021,1,4,153,-1.8032
2021,1,5,171,-1.1918
2021,1,6,187,-0.3856
2021,1,7,181,-0.0978
2021,1,8,214,2.0615
2021,1,9,303,0.3346
2021,1,10,354,-1.1218
2021,2,1,411,0.9403
2021,2,2,225,-2.4972
2021,2,3,182,3.6421
2021,2,4,152,0.7406
2021,2,5,170,3.3127
2021,2,6,186,3.8137
2021,2,7,181,1.7300
2021,2,8,214,-0.4605
2021,2,9,301,4.9446
2021,2,10,354,1.3027
2021,3,1,411,5.0489
2021,3,2,224,2.4708
2021,3,3,181,7.0656
2021,3,4,151,5.0707
2021,3,5,170,4.8888
2021,3,6,185,6.0951
2021,3,7,181,3.3636
2021,3,8,212,2.9942
2021,3,9,300,0.5996
2021,3,10,354,-0.7815
2021,4,1,409,1.0075
2021,4,2,224,4.8294
2021,4,3,179,1.4825
2021,4,4,151,2.7519
2021,4,5,170,2.9555
2021,4,6,185,2.1925
2021,4,7,181,5.6438
2021,4,8,212,5.3506
2021,4,9,299,8.4284
2021,4,10,354,7.1179
2021,5,1,407,3.9313
2021,5,2,222,-1.9953
2021,5,3,179,3.0329
2021,5,4,150,1.8617
2021,5,5,170,0.9823
2021,5,6,184,1.5961
2021,5,7,180,-0.0670
2021,5,8,210,-1.0613
2021,5,9,296,0.7521
2021,5,10,352,-3.6201
2021,6,1,407,3.3844
2021,6,2,220,5.6990
2021,6,3,178,-0.6749
2021,6,4,149,-0.3610
2021,6,5,169,1.0915
2021,6,6,184,0.4986
2021,6,7,180,5.1523
2021,6,8,209,0.8150
2021,6,9,296,6.0279
2021,6,10,351,5.9588
2021,7,1,320,-6.9660
2021,7,2,197,-1.0910
2021,7,3,223,3.2522
2021,7,4,177,0.0911
2021,7,5,178,1.8427
2021,7,6,191,2.9457
2021,7,7,191,2.0772
2021,7,8,217,3.9870
2021,7,9,276,1.9599
2021,7,10,517,-0.0364
2021,8,1,320,1.1250
2021,8,2,197,1.3583
2021,8,3,223,2.7702
2021,8,4,176,0.0510
2021,8,5,177,0.6912
2021,8,6,190,3.4132
2021,8,7,190,2.0645
2021,8,8,216,4.3500
2021,8,9,275,5.1184
2021,8,10,515,3.8469
2021,9,1,319,6.2680
2021,9,2,196,-2.8614
2021,9,3,222,-5.4912
2021,9,4,174,-2.8509
2021,9,5,176,-4.7344
2021,9,6,189,-5.8278
2021,9,7,190,-4.6601
2021,9,8,216,-5.3547
2021,9,9,275,-7.6717
2021,9,10,514,-3.8597
2021,10,1,316,5.6862
2021,10,2,196,4.5251
2021,10,3,220,3.9131
2021,10,4,174,5.3567
2021,10,5,174,4.3959
2021,10,6,189,9.7573
2021,10,7,190,4.4397
2021,10,8,216,8.2352
2021,10,9,275,4.9922
2021,10,10,512,9.7326
2021,11,1,314,-5.1995
2021,11,2,196,1.1983
2021,11,3,218,3.9492
2021,11,4,174,-3.0277
2021,11,5,173,-2.6422
2021,11,6,189,-1.1730
2021,11,7,188,-3.3806
2021,11,8,216,-2.5354
2021,11,9,275,1.5233
2021,11,10,509,0.2031
2021,12,1,312,2.1157
2021,12,2,195,5.9263
2021,12,3,216,7.4991
2021,12,4,172,7.8828
2021,12,5,172,7.1715
2021,12,6,189,3.9552
2021,12,7,188,7.2101
2021,12,8,214,3.4001
2021,12,9,275,1.7743
2021,12,10,507,-4.7203
2022,1,1,309,5.3555
2022,1,2,193,0.0388
2022,1,3,216,-1.8860
2022,1,4,171,-0.3379
2022,1,5,171,-4.0859
2022,1,6,188,-4.9832
2022,1,7,187,-5.5951
2022,1,8,214,-8.3890
2022,1,9,274,-12.0423
2022,1,10,506,-12.0964
2022,2,1,309,7.2417
2022,2,2,192,-1.0062
2022,2,3,216,-3.6040
2022,2,4,171,0.5637
2022,2,5,171,-1.2453
2022,2,6,188,-2.3009
2022,2,7,186,-1.2928
2022,2,8,214,-1.8445
2022,2,9,274,-8.1154
2022,2,10,506,-1.0371
2022,3,1,307,8.4293
2022,3,2,191,6.0581
2022,3,3,216,4.6267
2022,3,4,171,5.4409
2022,3,5,171,1.9985
2022,3,6,188,4.2378
2022,3,7,185,2.9229
2022,3,8,214,1.9881
2022,3,9,274,4.7763
2022,3,10,506,6.0062
2022,4,1,302,-5.5493
2022,4,2,191,-2.1089
2022,4,3,215,-7.3788
2022,4,4,170,-3.6993
2022,4,5,171,-6.9035
2022,4,6,188,-7.3721
2022,4,7,185,-4.9795
2022,4,8,214,-12.2315
2022,4,9,273,-13.0814
2022,4,10,504,-17.3643
2022,5,1,298,9.5611
2022,5,2,191,6.7704
2022,5,3,214,-2.1502
2022,5,4,167,3.2062
2022,5,5,171,-2.2935
2022,5,6,187,-1.3754
2022,5,7,184,1.5892
2022,5,8,214,0.2879
2022,5,9,273,-1.4467
2022,5,10,504,-5.0199
2022,6,1,296,-17.0854
2022,6,2,191,-7.2182
2022,6,3,212,-9.7009
2022,6,4,167,-8.9220
2022,6,5,171,-9.2264
2022,6,6,186,-7.4632
2022,6,7,184,-5.2575
2022,6,8,214,-7.4679
2022,6,9,271,-8.6472
